GPS Time,SatPRN (ID),Sat.X,Sat.Y,Sat.Z,Pseudo-Range,CN0,Pos.X,Pos.Y,Pos.Z,Lat,Lon,Alt,Bias
2024-04-13T16:52:21.418698+00:00,G27,23134038.844766606,13296892.361541457,-2733784.330090749,22162866.562325213,42.1,4436874.690029106,3085286.0996386064,3376312.8981457097,32.1688024129557,34.813736788030404,41.61391309462488,-34.25796094835894
2024-04-13T16:52:21.418698+00:00,G28,5190070.5344691,25781711.074079,-3744725.34857729,23799241.303481303,38.6,4436874.690029106,3085286.0996386064,3376312.8981457097,32.1688024129557,34.813736788030404,41.61391309462488,-34.25796094835894
2024-04-13T16:52:21.418698+00:00,G32,8000328.91648469,17926366.015748844,18193690.55899021,21272260.6051696,44.0,4436874.690029106,3085286.0996386064,3376312.8981457097,32.1688024129557,34.813736788030404,41.61391309462488,-34.25796094835894
2024-04-13T16:52:22.418698+00:00,G02,14593180.306921367,-5117659.01636445,22057198.057482753,22790615.29514536,44.2,4436894.019844821,3085290.3982188753,3376329.0110423826,32.168837431586226,34.8136572040372,65.7037348644808,-25.791981120714638
2024-04-13T16:52:22.418698+00:00,G03,23172474.67616816,-12100996.122369658,4157361.34756798,24129942.01498579,46.7,4436894.019844821,3085290.3982188753,3376329.0110423826,32.168837431586226,34.8136572040372,65.7037348644808,-25.791981120714638
2024-04-13T16:52:22.418698+00:00,G08,24947163.34290964,4725201.069772164,8395421.427506812,21179015.341743484,43.2,4436894.019844821,3085290.3982188753,3376329.0110423826,32.168837431586226,34.8136572040372,65.7037348644808,-25.791981120714638
2024-04-13T16:52:22.418698+00:00,G10,-1428732.929511982,17209190.407223888,20291985.654706735,22804133.451145757,40.6,4436894.019844821,3085290.3982188753,3376329.0110423826,32.168837431586226,34.8136572040372,65.7037348644808,-25.791981120714638
2024-04-13T16:52:22.418698+00:00,G21,15719079.398937466,1657367.860305056,21895047.350778345,21731746.626915317,38.8,4436894.019844821,3085290.3982188753,3376329.0110423826,32.168837431586226,34.8136572040372,65.7037348644808,-25.791981120714638
2024-04-13T16:52:22.418698+00:00,G27,23133658.602184948,13296970.843395937,-2736910.9216327523,22163436.485754948,43.5,4436894.019844821,3085290.3982188753,3376329.0110423826,32.168837431586226,34.8136572040372,65.7037348644808,-25.791981120714638
2024-04-13T16:52:22.418698+00:00,G28,5189843.71598544,25782209.49613379,-3741595.512444453,23798776.32044644,33.2,4436894.019844821,3085290.3982188753,3376329.0110423826,32.168837431586226,34.8136572040372,65.7037348644808,-25.791981120714638
2024-04-13T16:52:22.418698+00:00,G32,7998230.517783548,17925514.160998203,18195453.280214105,21272535.20165962,41.1,4436894.019844821,3085290.3982188753,3376329.0110423826,32.168837431586226,34.8136572040372,65.7037348644808,-25.791981120714638
2024-04-13T16:52:23.418698+00:00,G02,14593618.420360496,-5115008.573093904,22057557.52497694,22790132.9381693,38.5,4436880.030273319,3085286.0411796975,3376315.007484803,32.16879762411917,34.81370395526299,46.42003376502544,-49.20044186477873
2024-04-13T16:52:23.418698+00:00,G03,23172139.13219523,-12100512.32534123,4160537.4096261985,24129465.665315356,37.5,4436880.030273319,3085286.0411796975,3376315.007484803,32.16879762411917,34.81370395526299,46.42003376502544,-49.20044186477873
2024-04-13T16:52:23.418698+00:00,G08,24948035.367320042,4725868.727522488,8392533.454994256,21179215.921499003,46.3,4436880.030273319,3085286.0411796975,3376315.007484803,32.16879762411917,34.81370395526299,46.42003376502544,-49.20044186477873
2024-04-13T16:52:23.418698+00:00,G10,-1430892.3138336157,17210519.76815497,20290661.842117902,22804512.08467514,41.2,4436880.030273319,3085286.0411796975,3376315.007484803,32.16879762411917,34.81370395526299,46.42003376502544,-49.20044186477873
2024-04-13T16:52:23.418698+00:00,G21,15719503.99376461,1659996.3464529663,21894632.22452363,21731431.82451014,41.7,4436880.030273319,3085286.0411796975,3376315.007484803,32.16879762411917,34.81370395526299,46.42003376502544,-49.20044186477873
2024-04-13T16:52:23.418698+00:00,G27,23133278.0161874,13297049.176765535,-2740037.4566423907,22164004.873565514,40.6,4436880.030273319,3085286.0411796975,3376315.007484803,32.16879762411917,34.81370395526299,46.42003376502544,-49.20044186477873
2024-04-13T16:52:23.418698+00:00,G28,5189616.8873903435,25782707.54009093,-3738465.596671429,23798305.927844074,31.9,4436880.030273319,3085286.0411796975,3376315.007484803,32.16879762411917,34.81370395526299,46.42003376502544,-49.20044186477873
2024-04-13T16:52:23.418698+00:00,G32,7996131.871120844,17924662.33500982,18197215.623156678,21272808.925638758,43.6,4436880.030273319,3085286.0411796975,3376315.007484803,32.16879762411917,34.81370395526299,46.42003376502544,-49.20044186477873
2024-04-13T16:52:24.418698+00:00,G02,14594056.70042642,-5112358.1167779025,22057916.542704206,22789664.36686526,42.4,4436891.284961994,3085277.6381443073,3376320.601927346,32.16881899780721,34.81356268767764,53.1594265839085,-53.15960544570339
2024-04-13T16:52:24.418698+00:00,G03,23171803.284006517,-12100028.283656344,4163713.3820358217,24129009.383395333,34.6,4436891.284961994,3085277.6381443073,3376320.601927346,32.16881899780721,34.81356268767764,53.1594265839085,-53.15960544570339
2024-04-13T16:52:24.418698+00:00,G08,24948907.101785235,4726536.184748864,8389645.307524936,21179415.59384319,46.4,4436891.284961994,3085277.6381443073,3376320.601927346,32.16881899780721,34.81356268767764,53.1594265839085,-53.15960544570339
2024-04-13T16:52:24.418698+00:00,G10,-1433051.4816562785,17211849.17288594,20289337.602029435,22804902.09574649,39.2,4436891.284961994,3085277.6381443073,3376320.601927346,32.16881899780721,34.81356268767764,53.1594265839085,-53.15960544570339
2024-04-13T16:52:24.418698+00:00,G21,15719928.737415025,1662624.745960733,21894216.65509382,21731109.867515687,40.2,4436891.284961994,3085277.6381443073,3376320.601927346,32.16881899780721,34.81356268767764,53.1594265839085,-53.15960544570339
2024-04-13T16:52:24.418698+00:00,G27,23132897.086760703,13297127.361700239,-2743163.9350453992,22164572.66806868,39.8,4436891.284961994,3085277.6381443073,3376320.601927346,32.16881899780721,34.81356268767764,53.1594265839085,-53.15960544570339
2024-04-13T16:52:24.418698+00:00,G28,5189390.048602195,25783205.206009477,-3735335.600911922,23797790.583480813,34.0,4436891.284961994,3085277.6381443073,3376320.601927346,32.16881899780721,34.81356268767764,53.1594265839085,-53.15960544570339
2024-04-13T16:52:24.418698+00:00,G32,7994032.976562597,17923810.53784476,18198977.587756924,21273085.93025883,43.3,4436891.284961994,3085277.6381443073,3376320.601927346,32.16881899780721,34.81356268767764,53.1594265839085,-53.15960544570339
2024-04-13T16:52:25.418698+00:00,G02,14594495.147139462,-5109707.647335387,22058275.11067841,22789193.108227685,45.0,4436867.198035171,3085271.488081404,3376286.625691866,32.16867144587185,34.81365494946293,15.358069533482194,-95.31660913462893
2024-04-13T16:52:25.418698+00:00,G03,23171467.131587677,-12099543.997199925,4166889.265242708,24128524.62271995,37.7,4436867.198035171,3085271.488081404,3376286.625691866,32.16867144587185,34.81365494946293,15.358069533482194,-95.31660913462893
2024-04-13T16:52:25.418698+00:00,G08,24949778.546249963,4727203.441472884,8386756.985205627,21179619.140135724,49.0,4436867.198035171,3085271.488081404,3376286.625691866,32.16867144587185,34.81365494946293,15.358069533482194,-95.31660913462893
2024-04-13T16:52:25.418698+00:00,G10,-1435210.4330321224,17213178.62141989,20288012.934410878,22805290.64099955,40.2,4436867.198035171,3085271.488081404,3376286.625691866,32.16867144587185,34.81365494946293,15.358069533482194,-95.31660913462893
2024-04-13T16:52:25.418698+00:00,G21,15720353.629839228,1665253.0585631393,21893800.642533194,21730804.069422863,39.9,4436867.198035171,3085271.488081404,3376286.625691866,32.16867144587185,34.81365494946293,15.358069533482194,-95.31660913462893
2024-04-13T16:52:25.418698+00:00,G27,23132515.813887764,13297205.398250192,-2746290.356802147,22165137.49603483,36.6,4436867.198035171,3085271.488081404,3376286.625691866,32.16867144587185,34.81365494946293,15.358069533482194,-95.31660913462893
2024-04-13T16:52:25.418698+00:00,G28,5189163.199646102,25783702.49371559,-3732205.526284102,23797331.010013446,31.7,4436867.198035171,3085271.488081404,3376286.625691866,32.16867144587185,34.81365494946293,15.358069533482194,-95.31660913462893
2024-04-13T16:52:25.418698+00:00,G32,7991933.834076067,17922958.769524448,18200739.1740363,21273356.33869659,44.7,4436867.198035171,3085271.488081404,3376286.625691866,32.16867144587185,34.81365494946293,15.358069533482194,-95.31660913462893
2024-04-13T16:52:26.418698+00:00,G02,14594933.76050424,-5107057.164780322,22058633.22890047,22788713.43858516,43.8,4436860.272044291,3085252.8832249725,3376276.689812478,32.16867389906511,34.81353492447164,-3.736396759748459,-116.51035256713774
2024-04-13T16:52:26.418698+00:00,G03,23171130.675016988,-12099059.465989567,4170065.0588194164,24128045.271612074,37.2,4436860.272044291,3085252.8832249725,3376276.689812478,32.16867389906511,34.81353492447164,-3.736396759748459,-116.51035256713774
2024-04-13T16:52:26.418698+00:00,G08,24950649.700690202,4727870.497739821,8383868.488039859,21179820.627302565,48.4,4436860.272044291,3085252.8832249725,3376276.689812478,32.16867389906511,34.81353492447164,-3.736396759748459,-116.51035256713774
2024-04-13T16:52:26.418698+00:00,G10,-1437369.167884117,17214508.11368045,20286687.83931089,22805682.780997466,43.6,4436860.272044291,3085252.8832249725,3376276.689812478,32.16867389906511,34.81353492447164,-3.736396759748459,-116.51035256713774
2024-04-13T16:52:26.418698+00:00,G21,15720778.671060232,1667881.2844437743,21893384.186815087,21730486.57968415,44.2,4436860.272044291,3085252.8832249725,3376276.689812478,32.16867389906511,34.81353492447164,-3.736396759748459,-116.51035256713774
2024-04-13T16:52:26.418698+00:00,G27,23132134.197575316,13297283.286460966,-2749416.721676796,22165715.795569077,40.8,4436860.272044291,3085252.8832249725,3376276.689812478,32.16867389906511,34.81353492447164,-3.736396759748459,-116.51035256713774
2024-04-13T16:52:26.418698+00:00,G28,5188936.340441668,25784199.40326521,-3729075.372462833,23796889.689473834,29.6,4436860.272044291,3085252.8832249725,3376276.689812478,32.16867389906511,34.81353492447164,-3.736396759748459,-116.51035256713774
2024-04-13T16:52:26.418698+00:00,G32,7989834.443834531,17922107.03015347,18202500.381843805,21273639.625395045,42.3,4436860.272044291,3085252.8832249725,3376276.689812478,32.16867389906511,34.81353492447164,-3.736396759748459,-116.51035256713774
2024-04-13T16:52:27.418698+00:00,G02,14595372.54048584,-5104406.669365488,22058990.897339102,22788246.647203326,41.6,4436894.605698784,3085284.0447386545,3376324.1644844715,32.16881554152454,34.81359835404447,60.46009181346744,-78.1407659838457
2024-04-13T16:52:27.418698+00:00,G03,23170793.914342597,-12098574.689999163,4173240.7626246954,24127578.205457482,33.6,4436894.605698784,3085284.0447386545,3376324.1644844715,32.16881554152454,34.81359835404447,60.46009181346744,-78.1407659838457
2024-04-13T16:52:27.418698+00:00,G08,24951520.565052643,4728537.353572721,8380979.816128009,21180024.173595097,46.8,4436894.605698784,3085284.0447386545,3376324.1644844715,32.16881554152454,34.81359835404447,60.46009181346744,-78.1407659838457
2024-04-13T16:52:27.418698+00:00,G10,-1439527.6862238264,17215837.64964575,20285362.316723827,22806071.29135009,41.2,4436894.605698784,3085284.0447386545,3376324.1644844715,32.16881554152454,34.81359835404447,60.46009181346744,-78.1407659838457
2024-04-13T16:52:27.418698+00:00,G21,15721203.861041993,1670509.423420729,21892967.287970632,21730171.218872003,40.8,4436894.605698784,3085284.0447386545,3376324.1644844715,32.16881554152454,34.81359835404447,60.46009181346744,-78.1407659838457
2024-04-13T16:52:27.418698+00:00,G27,23131752.23776832,13297361.026390724,-2752543.0299394336,22166275.49317121,43.7,4436894.605698784,3085284.0447386545,3376324.1644844715,32.16881554152454,34.81359835404447,60.46009181346744,-78.1407659838457
2024-04-13T16:52:27.418698+00:00,G28,5188709.4708671365,25784695.934806086,-3725945.138541714,23796373.43769925,30.8,4436894.605698784,3085284.0447386545,3376324.1644844715,32.16881554152454,34.81359835404447,60.46009181346744,-78.1407659838457
2024-04-13T16:52:27.418698+00:00,G32,7987734.805637658,17921255.319685224,18204261.211341515,21273901.971832216,42.6,4436894.605698784,3085284.0447386545,3376324.1644844715,32.16881554152454,34.81359835404447,60.46009181346744,-78.1407659838457
2024-04-13T16:52:28.418698+00:00,G02,14595811.48711332,-5101756.160957015,22059348.1160152,22787770.29310217,39.9,4436883.470370696,3085268.960967317,3376312.28455544,32.16881009643958,34.813534457532384,39.10682002361864,-101.1138915180548
2024-04-13T16:52:28.418698+00:00,G03,23170456.849590387,-12098089.669171816,4176416.3767235707,24127110.82519897,37.5,4436883.470370696,3085268.960967317,3376312.28455544,32.16881009643958,34.813534457532384,39.10682002361864,-101.1138915180548
2024-04-13T16:52:28.418698+00:00,G08,24952391.13930621,4729204.009011796,8378090.969496796,21180226.25406934,48.3,4436883.470370696,3085268.960967317,3376312.28455544,32.16881009643958,34.813534457532384,39.10682002361864,-101.1138915180548
2024-04-13T16:52:28.418698+00:00,G10,-1441685.987986628,17217167.229247056,20284036.366690766,22806459.52249923,41.7,4436883.470370696,3085268.960967317,3376312.28455544,32.16881009643958,34.813534457532384,39.10682002361864,-101.1138915180548
2024-04-13T16:52:28.418698+00:00,G21,15721629.199780433,1673137.4755103332,21892549.94599962,21729849.226977117,40.6,4436883.470370696,3085268.960967317,3376312.28455544,32.16881009643958,34.813534457532384,39.10682002361864,-101.1138915180548
2024-04-13T16:52:28.418698+00:00,G27,23131369.934488542,13297438.618082011,-2755669.2812312036,22166844.823293537,46.6,4436883.470370696,3085268.960967317,3376312.28455544,32.16881009643958,34.813534457532384,39.10682002361864,-101.1138915180548
2024-04-13T16:52:28.418698+00:00,G28,5188482.590969134,25785192.088116683,-3722814.8259425443,23795912.049409237,29.2,4436883.470370696,3085268.960967317,3376312.28455544,32.16881009643958,34.813534457532384,39.10682002361864,-101.1138915180548
2024-04-13T16:52:28.418698+00:00,G32,7985634.919798804,17920403.638281114,18206021.662261,21274182.850400623,43.6,4436883.470370696,3085268.960967317,3376312.28455544,32.16881009643958,34.813534457532384,39.10682002361864,-101.1138915180548
2024-04-13T16:52:29.418698+00:00,G02,14596250.600361848,-5099105.639746418,22059704.884905804,22787298.720360674,39.0,4436881.7603241475,3085273.6960109174,3376309.6183498483,32.16878350563343,34.81358602460964,38.78712808620185,-109.97132493891978
2024-04-13T16:52:29.418698+00:00,G03,23170119.48078393,-12097604.403446054,4179591.9012062233,24126628.158549722,35.7,4436881.7603241475,3085273.6960109174,3376309.6183498483,32.16878350563343,34.81358602460964,38.78712808620185,-109.97132493891978
2024-04-13T16:52:29.418698+00:00,G08,24953261.42339673,4729870.464079438,8375201.948249681,21180431.301080596,40.3,4436881.7603241475,3085273.6960109174,3376309.6183498483,32.16878350563343,34.81358602460964,38.78712808620185,-109.97132493891978
2024-04-13T16:52:29.418698+00:00,G10,-1443844.073119278,17218496.852422517,20282709.989245925,22806849.2543671,37.8,4436881.7603241475,3085273.6960109174,3376309.6183498483,32.16878350563343,34.81358602460964,38.78712808620185,-109.97132493891978
2024-04-13T16:52:29.418698+00:00,G21,15722054.687229667,1675765.4404700692,21892132.16094291,21729541.33485816,39.3,4436881.7603241475,3085273.6960109174,3376309.6183498483,32.16878350563343,34.81358602460964,38.78712808620185,-109.97132493891978
2024-04-13T16:52:29.418698+00:00,G27,23130987.28770797,13297516.061587442,-2758795.4756012703,22167412.897000186,43.5,4436881.7603241475,3085273.6960109174,3376309.6183498483,32.16878350563343,34.81358602460964,38.78712808620185,-109.97132493891978
2024-04-13T16:52:29.418698+00:00,G28,5188255.700621713,25785687.863352753,-3719684.4337085974,23795407.524180975,29.6,4436881.7603241475,3085273.6960109174,3376309.6183498483,32.16878350563343,34.81358602460964,38.78712808620185,-109.97132493891978
2024-04-13T16:52:29.418698+00:00,G32,7983534.786153723,17919551.985909,18207781.734734207,21274453.572942305,39.2,4436881.7603241475,3085273.6960109174,3376309.6183498483,32.16878350563343,34.81358602460964,38.78712808620185,-109.97132493891978
2024-04-13T16:52:30.418698+00:00,G02,14596689.880261444,-5096455.105594215,22060061.20403247,22786808.859790992,37.7,4436868.455050506,3085259.040466769,3376315.351691386,32.168919891734596,34.813538989830406,25.510336701758206,-128.89242646158627
2024-04-13T16:52:30.418698+00:00,G03,23169781.807992168,-12097118.892826293,4182767.3357339795,24126155.717728063,28.9,4436868.455050506,3085259.040466769,3376315.351691386,32.168919891734596,34.813538989830406,25.510336701758206,-128.89242646158627
2024-04-13T16:52:30.418698+00:00,G08,24954131.4173367,4730536.718849025,8372312.7522687195,21180620.78249763,36.4,4436868.455050506,3085259.040466769,3376315.351691386,32.168919891734596,34.813538989830406,25.510336701758206,-128.89242646158627
2024-04-13T16:52:30.418698+00:00,G10,-1446001.9416568512,17219826.519164845,20281383.18436909,22807229.98192261,39.1,4436868.455050506,3085259.040466769,3376315.351691386,32.168919891734596,34.813538989830406,25.510336701758206,-128.89242646158627
2024-04-13T16:52:30.418698+00:00,G21,15722480.323413152,1678393.3184863157,21891713.932773247,21729219.377863713,39.9,4436868.455050506,3085259.040466769,3376315.351691386,32.168919891734596,34.813538989830406,25.510336701758206,-128.89242646158627
2024-04-13T16:52:30.418698+00:00,G27,23130604.297426052,13297593.356954068,-2761921.612874596,22167990.324023545,38.7,4436868.455050506,3085259.040466769,3376315.351691386,32.168919891734596,34.813538989830406,25.510336701758206,-128.89242646158627
2024-04-13T16:52:30.418698+00:00,G28,5188028.799854327,25786183.26033143,-3716553.963020143,23794966.517745283,28.8,4436868.455050506,3085259.040466769,3376315.351691386,32.168919891734596,34.813538989830406,25.510336701758206,-128.89242646158627
2024-04-13T16:52:30.418698+00:00,G32,7981434.40479753,17918700.36264194,18209541.42867558,21274722.480661344,37.9,4436868.455050506,3085259.040466769,3376315.351691386,32.168919891734596,34.813538989830406,25.510336701758206,-128.89242646158627
2024-04-13T16:52:31.418698+00:00,G02,14597129.326738024,-5093804.558988905,22060417.073332384,22786348.66459146,37.1,4436902.005797146,3085296.8244265015,3376316.8223798517,32.1686952952335,34.81366480307375,67.86990247666836,-107.62591003769538
2024-04-13T16:52:31.418698+00:00,G03,23169443.831264492,-12096633.137288598,4185942.6801534016,24125701.52983417,37.2,4436902.005797146,3085296.8244265015,3376316.8223798517,32.1686952952335,34.81366480307375,67.86990247666836,-107.62591003769538
2024-04-13T16:52:31.418698+00:00,G08,24955001.120960463,4731202.773257673,8369423.3820277,21180837.556055207,40.2,4436902.005797146,3085296.8244265015,3376316.8223798517,32.1686952952335,34.81366480307375,67.86990247666836,-107.62591003769538
2024-04-13T16:52:31.418698+00:00,G10,-1448159.5933731599,17221156.22930552,20280055.952200927,22807627.531488024,41.4,4436902.005797146,3085296.8244265015,3376316.8223798517,32.1686952952335,34.81366480307375,67.86990247666836,-107.62591003769538
2024-04-13T16:52:31.418698+00:00,G21,15722906.108273612,1681021.10924653,21891295.261542708,21728912.07905216,39.9,4436902.005797146,3085296.8244265015,3376316.8223798517,32.1686952952335,34.81366480307375,67.86990247666836,-107.62591003769538
2024-04-13T16:52:31.418698+00:00,G27,23130220.963607408,13297670.504236085,-2765047.693159656,22168560.526656758,33.9,4436902.005797146,3085296.8244265015,3376316.8223798517,32.1686952952335,34.81366480307375,67.86990247666836,-107.62591003769538
2024-04-13T16:52:31.418698+00:00,G28,5187801.8885232285,25786678.279246874,-3713423.41267625,23794467.646387566,31.2,4436902.005797146,3085296.8244265015,3376316.8223798517,32.1686952952335,34.81366480307375,67.86990247666836,-107.62591003769538
2024-04-13T16:52:31.418698+00:00,G32,7979333.775853273,17917848.768564284,18211300.74397628,21275001.893411465,40.7,4436902.005797146,3085296.8244265015,3376316.8223798517,32.1686952952335,34.81366480307375,67.86990247666836,-107.62591003769538
2024-04-13T16:52:32.418698+00:00,G02,14597568.939839926,-5091153.999680141,22060772.492842074,22785882.50141747,41.1,4436875.426578938,3085265.9942596825,3376321.180225543,32.168917841588055,34.813557321726414,36.819090391509235,-126.58695348680767
2024-04-13T16:52:32.418698+00:00,G03,23169105.550590813,-12096147.13672382,4189117.9348688694,24125220.957211044,42.0,4436875.426578938,3085265.9942596825,3376321.180225543,32.168917841588055,34.813557321726414,36.819090391509235,-126.58695348680767
2024-04-13T16:52:32.418698+00:00,G08,24955870.53433829,4731868.627422792,8366533.837216986,21181043.196373872,39.6,4436875.426578938,3085265.9942596825,3376321.180225543,32.168917841588055,34.813557321726414,36.819090391509235,-126.58695348680767
2024-04-13T16:52:32.418698+00:00,G10,-1450317.0284071164,17222485.982901327,20278728.2926573,22808016.94925197,41.4,4436875.426578938,3085265.9942596825,3376321.180225543,32.168917841588055,34.813557321726414,36.819090391509235,-126.58695348680767
2024-04-13T16:52:32.418698+00:00,G21,15723332.04182637,1683648.8128869599,21890876.147231966,21728596.9974435,43.0,4436875.426578938,3085265.9942596825,3376321.180225543,32.168917841588055,34.813557321726414,36.819090391509235,-126.58695348680767
2024-04-13T16:52:32.418698+00:00,G27,23129837.28625063,13297747.50348073,-2768173.7162887054,22169133.416623503,34.7,4436875.426578938,3085265.9942596825,3376321.180225543,32.168917841588055,34.813557321726414,36.819090391509235,-126.58695348680767
2024-04-13T16:52:32.418698+00:00,G28,5187574.966632734,25787172.9199716,-3710292.783507704,23793984.096321028,31.9,4436875.426578938,3085265.9942596825,3376321.180225543,32.168917841588055,34.813557321726414,36.819090391509235,-126.58695348680767
2024-04-13T16:52:32.418698+00:00,G32,7977232.899313463,17916997.20370742,18213059.680636857,21275285.494213838,40.6,4436875.426578938,3085265.9942596825,3376321.180225543,32.168917841588055,34.813557321726414,36.819090391509235,-126.58695348680767
2024-04-13T16:52:33.418698+00:00,G02,14598008.719563013,-5088503.42773444,22061127.46255538,22785410.614572056,38.2,4436899.233313887,3085280.4560497687,3376307.3027294637,32.16867842273456,34.81353910599077,52.96443830244243,-130.25155151766663
2024-04-13T16:52:33.418698+00:00,G03,23168766.96605221,-12095660.89115301,4192293.0994308377,24124749.982207682,45.2,4436899.233313887,3085280.4560497687,3376307.3027294637,32.16867842273456,34.81353910599077,52.96443830244243,-130.25155151766663
2024-04-13T16:52:33.418698+00:00,G08,24956739.65740863,4732534.281361312,8363644.117964583,21181244.68354071,41.4,4436899.233313887,3085280.4560497687,3376307.3027294637,32.16867842273456,34.81353910599077,52.96443830244243,-130.25155151766663
2024-04-13T16:52:33.418698+00:00,G10,-1452474.2464722414,17223815.779746417,20277400.205916204,22808432.472541656,37.0,4436899.233313887,3085280.4560497687,3376307.3027294637,32.16867842273456,34.81353910599077,52.96443830244243,-130.25155151766663
